Date,Generation,Shipped,RMA,CIF,Activated,Not Activated,Online,Blinking,Offline
2020-11-03,PVT,160,56,104,83,21,21,1,61
2020-11-03,PVT2,239,72,168,146,22,57,0,89
2020-11-03,MP1,377,84,293,254,39,143,7,104
2020-11-03,MP1m,53,5,48,45,3,33,2,10
2020-11-03,MP2,756,99,658,624,34,387,8,229
2020-11-03,MP3,703,110,593,562,31,244,12,306
2020-11-03,MP4,642,80,562,510,52,272,19,219
2020-11-03,MP5,546,33,514,386,128,264,48,74
2020-11-04,PVT,160,56,104,83,21,21,0,62
2020-11-04,PVT2,239,72,168,146,22,54,0,92
2020-11-04,MP1,377,84,293,254,39,140,8,106
2020-11-04,MP1m,53,5,48,45,3,32,3,10
2020-11-04,MP2,756,99,658,624,34,379,14,231
2020-11-04,MP3,703,110,593,562,31,243,14,305
2020-11-04,MP4,642,80,562,510,52,270,22,218
2020-11-04,MP5,550,33,518,391,127,260,54,77
2020-11-05,PVT,160,56,104,83,21,22,0,61
2020-11-05,PVT2,239,72,168,146,22,53,1,92
2020-11-05,MP1,377,85,292,253,39,139,9,105
2020-11-05,MP1m,53,5,48,45,3,32,3,10
2020-11-05,MP2,756,99,658,624,34,375,17,232
2020-11-05,MP3,703,111,592,561,31,241,14,306
2020-11-05,MP4,642,80,562,510,52,266,25,219
2020-11-05,MP5,557,33,525,397,128,263,52,82
2020-11-06,PVT,160,56,104,83,21,22,0,61
2020-11-06,PVT2,239,72,168,146,22,53,1,92
2020-11-06,MP1,377,85,292,253,39,138,10,105
2020-11-06,MP1m,53,5,48,45,3,31,3,11
2020-11-06,MP2,756,99,658,624,34,372,18,234
2020-11-06,MP3,703,111,592,561,31,238,13,310
2020-11-06,MP4,642,80,562,510,52,266,23,221
2020-11-06,MP5,559,33,527,399,128,266,54,79
2020-11-07,PVT,160,56,104,83,21,22,0,61
2020-11-07,PVT2,239,72,168,146,22,53,2,91
2020-11-07,MP1,377,85,292,253,39,139,9,105
2020-11-07,MP1m,53,5,48,45,3,31,3,11
2020-11-07,MP2,756,99,658,624,34,370,17,237
2020-11-07,MP3,703,111,592,561,31,240,10,311
2020-11-07,MP4,642,80,562,510,52,264,19,227
2020-11-07,MP5,559,33,527,403,124,273,43,87
2020-11-08,PVT,160,56,104,83,21,23,0,60
2020-11-08,PVT2,239,72,168,146,22,52,3,91
2020-11-08,MP1,377,85,292,253,39,137,10,106
2020-11-08,MP1m,53,5,48,45,3,32,2,11
2020-11-08,MP2,756,99,658,624,34,367,19,238
2020-11-08,MP3,703,111,592,561,31,238,7,316
2020-11-08,MP4,642,80,562,510,52,263,18,229
2020-11-08,MP5,559,33,527,407,120,274,42,91
2020-11-09,PVT,160,56,104,83,21,23,0,60
2020-11-09,PVT2,239,72,168,146,22,50,3,93
2020-11-09,MP1,377,85,292,253,39,135,10,108
2020-11-09,MP1m,53,5,48,45,3,30,1,14
2020-11-09,MP2,756,100,657,623,34,366,19,238
2020-11-09,MP3,703,111,592,561,31,238,6,317
2020-11-09,MP4,642,80,562,511,51,260,16,235
2020-11-09,MP5,567,33,535,411,124,277,47,87
2020-11-10,PVT,160,56,104,83,21,25,0,58
2020-11-10,PVT2,239,73,167,145,22,48,3,94
2020-11-10,MP1,377,88,289,250,39,135,7,108
2020-11-10,MP1m,53,5,48,45,3,31,0,14
2020-11-10,MP2,756,104,653,619,34,361,18,240
2020-11-10,MP3,703,114,589,558,31,231,12,315
2020-11-10,MP4,642,83,559,509,50,254,17,238
2020-11-10,MP5,571,42,530,407,123,279,49,79
2020-11-11,PVT,160,56,104,83,21,25,0,58
2020-11-11,PVT2,239,73,167,145,22,48,3,94
2020-11-11,MP1,377,89,288,249,39,136,8,105
2020-11-11,MP1m,53,5,48,45,3,31,0,14
2020-11-11,MP2,756,104,653,619,34,364,13,242
2020-11-11,MP3,703,114,589,558,31,232,13,313
2020-11-11,MP4,642,83,559,509,50,251,16,242
2020-11-11,MP5,589,43,547,408,139,284,47,77
2020-11-12,PVT,160,56,104,83,21,24,0,59
2020-11-12,PVT2,239,73,167,145,22,47,3,95
2020-11-12,MP1,377,89,288,249,39,136,9,104
2020-11-12,MP1m,53,5,48,45,3,31,0,14
2020-11-12,MP2,756,104,653,619,34,365,12,242
2020-11-12,MP3,703,114,589,558,31,234,11,313
2020-11-12,MP4,642,83,559,509,50,253,15,241
2020-11-12,MP5,598,43,556,412,144,287,46,79
2020-11-13,PVT,160,56,104,83,21,24,0,59
2020-11-13,PVT2,239,73,167,145,22,48,1,96
2020-11-13,MP1,377,89,288,249,39,138,8,103
2020-11-13,MP1m,53,5,48,45,3,31,0,14
2020-11-13,MP2,756,104,653,619,34,359,11,249
2020-11-13,MP3,703,114,589,558,31,234,11,313
2020-11-13,MP4,642,84,558,508,50,252,14,242
2020-11-13,MP5,615,43,573,415,158,283,53,79
2020-11-14,PVT,160,56,104,83,21,24,0,59
2020-11-14,PVT2,239,73,167,145,22,48,1,96
2020-11-14,MP1,377,89,288,249,39,139,6,104
2020-11-14,MP1m,53,5,48,45,3,31,0,14
2020-11-14,MP2,756,104,653,619,34,360,12,247
2020-11-14,MP3,703,114,589,558,31,233,12,313
2020-11-14,MP4,642,84,558,508,50,251,14,243
2020-11-14,MP5,615,43,573,422,151,287,47,88
2020-11-15,PVT,160,56,104,83,21,24,0,59
2020-11-15,PVT2,239,73,167,145,22,48,1,96
2020-11-15,MP1,377,89,288,249,39,139,7,103
2020-11-15,MP1m,53,5,48,45,3,31,0,14
2020-11-15,MP2,756,104,653,619,34,359,12,248
2020-11-15,MP3,703,114,589,558,31,231,14,313
2020-11-15,MP4,642,84,558,508,50,247,12,249
2020-11-15,MP5,615,43,573,429,144,293,46,90
2020-11-16,PVT,160,56,104,83,21,24,0,59
2020-11-16,PVT2,239,73,167,145,22,48,1,96
2020-11-16,MP1,377,89,288,249,39,139,8,102
2020-11-16,MP1m,53,5,48,45,3,31,0,14
2020-11-16,MP2,756,104,653,619,34,357,12,250
2020-11-16,MP3,703,115,588,557,31,231,11,315
2020-11-16,MP4,642,84,558,508,50,248,10,250
2020-11-16,MP5,671,43,629,431,198,293,54,84
2020-11-17,PVT,160,56,104,83,21,24,0,59
2020-11-17,PVT2,239,73,167,145,22,48,1,96
2020-11-17,MP1,377,90,287,248,39,138,9,101
2020-11-17,MP1m,53,5,48,45,3,32,0,13
2020-11-17,MP2,756,104,653,619,34,354,13,252
2020-11-17,MP3,703,115,588,557,31,228,13,316
2020-11-17,MP4,642,85,557,507,50,250,11,246
2020-11-17,MP5,697,44,654,440,214,293,59,88
2020-11-18,PVT,160,56,104,83,21,24,0,59
2020-11-18,PVT2,239,73,167,145,22,48,1,96
2020-11-18,MP1,377,90,287,248,39,137,7,104
2020-11-18,MP1m,53,5,48,45,3,32,0,13
2020-11-18,MP2,756,105,652,618,34,358,10,250
2020-11-18,MP3,703,115,588,557,31,226,8,323
2020-11-18,MP4,642,85,557,507,50,248,11,248
2020-11-18,MP5,698,46,653,447,206,291,64,92
2020-11-19,PVT,160,56,104,83,21,24,0,59
2020-11-19,PVT2,239,73,167,145,22,45,2,98
2020-11-19,MP1,377,90,287,248,39,137,6,105
2020-11-19,MP1m,53,5,48,45,3,32,0,13
2020-11-19,MP2,756,105,652,618,34,357,10,251
2020-11-19,MP3,703,116,587,556,31,222,11,323
2020-11-19,MP4,642,85,557,508,49,247,12,249
2020-11-19,MP5,699,46,654,456,198,291,72,93
2020-11-20,PVT,160,56,104,83,21,23,0,60
2020-11-20,PVT2,239,73,167,145,22,45,1,99
2020-11-20,MP1,377,90,287,248,39,133,8,107
2020-11-20,MP1m,53,5,48,45,3,31,0,14
2020-11-20,MP2,756,105,652,618,34,357,10,251
2020-11-20,MP3,703,116,587,556,31,223,9,324
2020-11-20,MP4,642,85,557,508,49,249,12,247
2020-11-20,MP5,699,46,654,466,188,299,67,100
2020-11-21,PVT,160,56,104,83,21,22,1,60
2020-11-21,PVT2,239,73,167,145,22,42,4,99
2020-11-21,MP1,377,90,287,248,39,134,6,108
2020-11-21,MP1m,53,5,48,45,3,31,0,14
2020-11-21,MP2,756,105,652,618,34,356,8,254
2020-11-21,MP3,703,116,587,556,31,222,10,324
2020-11-21,MP4,642,85,557,508,49,247,13,248
2020-11-21,MP5,699,46,654,487,167,304,69,114
2020-11-22,PVT,160,56,104,83,21,22,1,60
2020-11-22,PVT2,239,73,167,145,22,42,4,99
2020-11-22,MP1,377,90,287,248,39,135,3,110
2020-11-22,MP1m,53,5,48,45,3,31,0,14
2020-11-22,MP2,756,105,652,618,34,357,7,254
2020-11-22,MP3,703,116,587,556,31,219,10,327
2020-11-22,MP4,642,85,557,508,49,247,13,248
2020-11-22,MP5,699,46,654,493,161,310,79,104
2020-11-23,PVT,160,56,104,83,21,22,1,60
2020-11-23,PVT2,239,73,167,145,22,41,6,98
2020-11-23,MP1,377,91,286,247,39,133,3,111
2020-11-23,MP1m,53,6,47,44,3,29,0,15
2020-11-23,MP2,756,105,652,618,34,356,7,255
2020-11-23,MP3,703,116,587,556,31,219,8,329
2020-11-23,MP4,642,87,555,506,49,244,11,251
2020-11-23,MP5,804,47,758,503,255,314,81,108
2020-11-24,PVT,160,56,104,83,21,22,1,60
2020-11-24,PVT2,239,74,166,144,22,40,6,98
2020-11-24,MP1,377,91,286,247,39,134,2,111
2020-11-24,MP1m,53,6,47,44,3,28,0,16
2020-11-24,MP2,756,105,652,618,34,353,10,255
2020-11-24,MP3,703,116,587,556,31,215,7,334
2020-11-24,MP4,642,88,554,506,48,244,11,251
2020-11-24,MP5,820,47,774,507,267,319,84,104
2020-11-25,PVT,160,56,104,83,21,21,1,61
2020-11-25,PVT2,239,74,166,144,22,40,6,98
2020-11-25,MP1,377,91,286,247,39,134,2,111
2020-11-25,MP1m,53,6,47,44,3,28,0,16
2020-11-25,MP2,756,105,652,618,34,351,13,254
2020-11-25,MP3,703,116,587,556,31,216,8,332
2020-11-25,MP4,642,88,554,506,48,243,11,252
2020-11-25,MP5,829,47,783,508,275,331,74,103
2020-11-26,PVT,160,56,104,83,21,21,1,61
2020-11-26,PVT2,239,74,166,144,22,41,4,99
2020-11-26,MP1,377,91,286,247,39,135,2,110
2020-11-26,MP1m,53,6,47,44,3,28,0,16
2020-11-26,MP2,756,105,652,618,34,348,13,257
2020-11-26,MP3,703,116,587,556,31,219,5,332
2020-11-26,MP4,642,88,554,506,48,245,11,250
2020-11-26,MP5,829,47,783,511,272,337,71,103
2020-11-27,PVT,160,56,104,83,21,22,1,60
2020-11-27,PVT2,239,74,166,144,22,41,4,99
2020-11-27,MP1,377,91,286,247,39,131,2,114
2020-11-27,MP1m,53,6,47,44,3,28,0,16
2020-11-27,MP2,756,105,652,618,34,343,17,258
2020-11-27,MP3,703,116,587,556,31,218,5,333
2020-11-27,MP4,642,88,554,506,48,242,12,252
2020-11-27,MP5,836,47,790,515,275,352,56,107
2020-11-28,PVT,160,56,104,83,21,23,0,60
2020-11-28,PVT2,239,74,166,144,22,42,3,99
2020-11-28,MP1,377,91,286,247,39,129,2,116
2020-11-28,MP1m,53,6,47,45,2,28,1,16
2020-11-28,MP2,756,105,652,618,34,341,19,258
2020-11-28,MP3,703,116,587,556,31,218,5,333
2020-11-28,MP4,642,88,554,506,48,244,11,251
2020-11-28,MP5,836,47,790,526,264,358,54,114
2020-11-29,PVT,160,56,104,83,21,22,0,61
2020-11-29,PVT2,239,74,166,144,22,43,2,99
2020-11-29,MP1,377,91,286,247,39,127,3,117
2020-11-29,MP1m,53,6,47,45,2,27,3,15
2020-11-29,MP2,756,105,652,618,34,342,19,257
2020-11-29,MP3,703,116,587,556,31,217,4,335
2020-11-29,MP4,642,88,554,506,48,244,11,251
2020-11-29,MP5,861,48,814,540,274,371,51,118
2020-11-30,PVT,160,56,104,83,21,22,0,61
2020-11-30,PVT2,239,74,166,145,21,45,1,99
2020-11-30,MP1,377,91,286,247,39,124,4,119
2020-11-30,MP1m,53,6,47,45,2,27,3,15
2020-11-30,MP2,756,105,652,618,34,344,16,258
2020-11-30,MP3,703,116,587,556,31,214,4,338
2020-11-30,MP4,642,88,554,506,48,242,11,253
2020-11-30,MP5,868,48,821,549,272,371,62,116
2020-12-01,PVT,160,56,104,83,21,22,0,61
2020-12-01,PVT2,239,75,165,144,21,43,2,99
2020-12-01,MP1,377,91,286,247,39,124,5,118
2020-12-01,MP1m,53,6,47,45,2,27,3,15
2020-12-01,MP2,756,106,651,617,34,345,14,258
2020-12-01,MP3,703,116,587,556,31,215,4,337
2020-12-01,MP4,642,88,554,506,48,242,10,254
2020-12-01,MP5,936,50,887,555,332,373,70,112
2020-12-02,PVT,160,56,104,83,21,22,0,61
2020-12-02,PVT2,239,75,165,144,21,43,3,98
2020-12-02,MP1,377,91,286,247,39,122,4,121
2020-12-02,MP1m,53,6,47,45,2,28,3,14
2020-12-02,MP2,756,106,651,617,34,344,13,260
2020-12-02,MP3,703,116,587,556,31,212,4,340
2020-12-02,MP4,642,88,554,506,48,240,8,258
2020-12-02,MP5,938,50,889,568,321,374,73,121
2020-12-03,PVT,160,56,104,83,21,22,0,61
2020-12-03,PVT2,239,75,165,144,21,43,1,100
2020-12-03,MP1,377,91,286,247,39,121,4,122
2020-12-03,MP1m,53,6,47,45,2,28,3,14
2020-12-03,MP2,756,106,651,617,34,346,11,260
2020-12-03,MP3,703,116,587,556,31,211,4,341
2020-12-03,MP4,642,88,554,506,48,238,8,260
2020-12-03,MP5,984,50,935,578,357,378,82,118
2020-12-04,PVT,160,56,104,83,21,23,0,60
2020-12-04,PVT2,239,77,163,142,21,43,1,98
2020-12-04,MP1,377,100,277,238,39,121,5,112
2020-12-04,MP1m,53,6,47,45,2,30,1,14
2020-12-04,MP2,756,111,646,612,34,347,7,258
2020-12-04,MP3,703,120,583,552,31,210,3,339
2020-12-04,MP4,642,90,552,505,47,236,10,259
2020-12-04,MP5,1000,56,945,580,365,382,86,112
2020-12-05,PVT,160,56,104,83,21,23,0,60
2020-12-05,PVT2,239,77,163,142,21,43,1,98
2020-12-05,MP1,377,100,277,238,39,121,4,113
2020-12-05,MP1m,53,6,47,45,2,30,1,14
2020-12-05,MP2,756,111,646,613,33,345,9,259
2020-12-05,MP3,703,120,583,552,31,207,4,341
2020-12-05,MP4,642,90,552,505,47,236,9,260
2020-12-05,MP5,1022,56,967,584,383,392,80,112
2020-12-06,PVT,160,56,104,83,21,23,1,59
2020-12-06,PVT2,239,77,163,142,21,43,1,98
2020-12-06,MP1,377,100,277,238,39,121,4,113
2020-12-06,MP1m,53,6,47,45,2,31,0,14
2020-12-06,MP2,756,111,646,613,33,345,10,258
2020-12-06,MP3,703,120,583,552,31,208,3,341
2020-12-06,MP4,642,90,552,505,47,237,8,260
2020-12-06,MP5,1024,56,969,596,373,402,75,119
2020-12-07,PVT,160,56,104,83,21,22,1,60
2020-12-07,PVT2,239,77,163,142,21,44,0,98
2020-12-07,MP1,377,101,276,237,39,121,2,114
2020-12-07,MP1m,53,6,47,45,2,31,0,14
2020-12-07,MP2,756,113,644,611,33,342,8,261
2020-12-07,MP3,703,121,582,551,31,208,2,341
2020-12-07,MP4,642,90,552,505,47,237,8,260
2020-12-07,MP5,1103,66,1038,597,441,406,72,119
2020-12-08,PVT,160,56,104,83,21,22,1,60
2020-12-08,PVT2,239,78,162,141,21,43,0,98
2020-12-08,MP1,377,102,275,236,39,123,2,111
2020-12-08,MP1m,53,6,47,45,2,31,0,14
2020-12-08,MP2,756,113,644,611,33,343,8,260
2020-12-08,MP3,703,122,581,550,31,204,2,344
2020-12-08,MP4,642,90,552,505,47,235,9,261
2020-12-08,MP5,1135,72,1064,604,460,416,65,123
2020-12-09,PVT,160,56,104,83,21,22,1,60
2020-12-09,PVT2,239,79,161,140,21,42,0,98
2020-12-09,MP1,377,102,275,236,39,123,2,111
2020-12-09,MP1m,53,6,47,45,2,31,0,14
2020-12-09,MP2,756,114,643,610,33,340,10,260
2020-12-09,MP3,703,122,581,550,31,203,2,345
2020-12-09,MP4,642,91,551,504,47,233,10,261
2020-12-09,MP5,1153,73,1081,611,470,426,65,120
2020-12-10,PVT,160,56,104,83,21,21,1,61
2020-12-10,PVT2,239,79,161,140,21,41,0,99
2020-12-10,MP1,377,102,275,236,39,124,1,111
2020-12-10,MP1m,53,6,47,45,2,31,0,14
2020-12-10,MP2,756,114,643,610,33,340,10,260
2020-12-10,MP3,703,122,581,550,31,201,4,345
2020-12-10,MP4,642,91,551,504,47,238,5,261
2020-12-10,MP5,1187,73,1115,619,496,431,68,120
2020-12-11,PVT,160,56,104,83,21,21,1,61
2020-12-11,PVT2,239,79,161,140,21,41,0,99
2020-12-11,MP1,377,103,274,235,39,124,2,109
2020-12-11,MP1m,53,6,47,45,2,30,0,15
2020-12-11,MP2,756,114,643,611,32,341,11,259
2020-12-11,MP3,703,122,581,550,31,202,3,345
2020-12-11,MP4,642,93,549,502,47,237,6,259
2020-12-11,MP5,1195,75,1121,625,496,436,74,115
2020-12-12,PVT,160,56,104,83,21,20,2,61
2020-12-12,PVT2,239,79,161,140,21,41,0,99
2020-12-12,MP1,377,103,274,235,39,123,2,110
2020-12-12,MP1m,53,6,47,45,2,30,0,15
2020-12-12,MP2,756,114,643,611,32,339,10,262
2020-12-12,MP3,703,122,581,550,31,204,3,343
2020-12-12,MP4,642,93,549,502,47,237,5,260
2020-12-12,MP5,1195,75,1121,634,487,446,71,117
2020-12-13,PVT,160,56,104,83,21,19,2,62
2020-12-13,PVT2,239,79,161,140,21,40,1,99
2020-12-13,MP1,377,103,274,235,39,123,2,110
2020-12-13,MP1m,53,6,47,45,2,30,0,15
2020-12-13,MP2,756,114,643,611,32,342,9,260
2020-12-13,MP3,703,122,581,550,31,205,3,342
2020-12-13,MP4,642,93,549,502,47,234,8,260
2020-12-13,MP5,1195,75,1121,643,478,447,74,122
2020-12-14,PVT,160,56,104,83,21,20,2,61
2020-12-14,PVT2,239,79,161,140,21,41,1,98
2020-12-14,MP1,377,105,272,233,39,123,0,110
2020-12-14,MP1m,53,6,47,45,2,30,0,15
2020-12-14,MP2,756,114,643,611,32,341,11,259
2020-12-14,MP3,703,122,581,550,31,204,4,342
2020-12-14,MP4,642,93,549,502,47,233,6,263
2020-12-14,MP5,1195,81,1115,644,471,452,73,119
2020-12-15,PVT,160,56,104,83,21,20,2,61
2020-12-15,PVT2,239,79,161,140,21,41,1,98
2020-12-15,MP1,377,105,272,233,39,122,1,110
2020-12-15,MP1m,53,6,47,45,2,30,0,15
2020-12-15,MP2,756,114,643,611,32,340,10,261
2020-12-15,MP3,703,122,581,550,31,205,4,341
2020-12-15,MP4,642,93,549,502,47,233,7,262
2020-12-15,MP5,1195,81,1115,653,462,462,66,125
2020-12-16,PVT,160,56,104,83,21,19,2,62
2020-12-16,PVT2,239,79,161,140,21,40,1,99
2020-12-16,MP1,377,105,272,233,39,122,1,110
2020-12-16,MP1m,53,6,47,45,2,30,0,15
2020-12-16,MP2,756,114,643,611,32,342,10,259
2020-12-16,MP3,703,122,581,550,31,206,3,341
2020-12-16,MP4,642,93,549,502,47,234,5,263
2020-12-16,MP5,1195,81,1115,664,451,467,71,126
2020-12-17,PVT,160,56,104,83,21,19,1,63
2020-12-17,PVT2,239,79,161,140,21,39,1,100
2020-12-17,MP1,377,105,272,233,39,122,1,110
2020-12-17,MP1m,53,6,47,45,2,29,0,16
2020-12-17,MP2,756,114,643,611,32,344,8,259
2020-12-17,MP3,703,122,581,550,31,202,2,346
2020-12-17,MP4,642,93,549,502,47,232,5,265
2020-12-17,MP5,1195,81,1115,669,446,474,74,121
2020-12-18,PVT,160,56,104,83,21,19,1,63
2020-12-18,PVT2,239,79,161,140,21,39,1,100
2020-12-18,MP1,377,105,272,233,39,120,2,111
2020-12-18,MP1m,53,6,47,45,2,29,0,16
2020-12-18,MP2,756,114,643,611,32,342,8,261
2020-12-18,MP3,703,122,581,550,31,201,2,347
2020-12-18,MP4,642,93,549,502,47,231,6,265
2020-12-18,MP5,1195,81,1115,674,441,475,77,122